1,3233316905
2,1909290280
3,5184292029
4,4491277130
5,7536861982
6,0352526870
7,8496228539
8,7316227148
9,0046071632
10,4093242439
11,8360221613
12,1680302236
13,2138736364
14,5860323368
15,6154377859
16,2100107303
17,6806139924
18,3027897491
19,1820053057
20,6086515903
21,3246489112
22,0549188142
23,8848276763
24,4706096222
25,5281855848
26,8388072551
27,9894719309
28,4032242631
29,2403358830
30,0409687878
31,1287190628
32,3175092668
33,9188774338
34,0403193967
35,8773078233
36,2698275908
37,7819855827
38,2922959771
39,8681937504
40,2375102252
41,7325471967
42,1118145392
43,2052905509
44,5753233628
45,1991004794
46,2817955790
47,2420687810
48,4383860344
49,1317826988
50,6660358598
51,4942229905
52,0050416837
53,1885746212
54,0333440913
55,1610647998
56,9294463662
57,6774385866
58,9730733049
59,7750208450
60,0847692583
61,5036998401
62,0660970671
63,0956671787
64,7605121514
65,0662403909
66,3961824407
67,3493088883
68,4026053351
69,9341107381
70,0770817975
71,6214779779
72,2165527109
73,9358742645
74,8628769793
75,0658949384
76,4839915125
77,2752209309
78,8072010975
79,7287655807
80,5574779459
81,2596038156
82,2874304119
83,7363474930
84,6594610177
85,5695906171
86,6856816632
87,6021677000
88,6091539215
89,9236104849
90,0058178719
91,1997321013
92,7824854327
93,7567640798
94,6033502915
95,8184144445
96,3360271595
97,2173073906
98,4508909099
99,4631475538
100,7417528056
101,9587142756
102,2475083065
103,0466232905
104,8033485255
105,6422657042
106,5207543232
107,3592303812
108,9370357424
109,0739309153
110,9723941105
111,3971275927
112,9411435466
113,6534391781
114,0398438561
115,8143803466
116,0862599642
117,9034006573
118,2064925969
119,0301729199
120,9937706540
121,3313837490
122,3848736414
123,7617823327
124,1871782189
125,7601631883
126,9116824889
127,3562232911
128,6505680106
129,1293528113
130,5854975875
131,9432589741
132,7377138458
133,9791236016
134,5256779100
135,1429596610
136,0753533737
137,5140401560
138,8834888013
139,2908592941
140,8946858750
141,4721063321
142,5264761590
143,3617063107
144,0282446904
145,2194113411
146,9089145608
147,6271108339
148,6226150121
149,3816379178
150,3323394722
151,8725622881
152,7542115621
153,1973036779
154,5262967377
155,5174061206
156,7338970427
157,4189377639
158,5431635832
159,5109677852
160,4947077141
161,0317188845
162,1004748484
163,9991828272
164,9791410244
165,8237427449
166,3404761464
167,1408337983
168,8536438757
169,8062456314
170,0507737840
171,1758279991
172,4980920092
173,7248251443
174,3302402261
175,4202077108
176,2608901115
177,4797912248
178,2803293825
179,2502974840
180,1106074749
181,7455783993
182,8433054691
183,0268965252
184,5243457439
185,4946695368
186,0509330787
187,5425102752
188,5772622125
189,1092245990
190,4515011518
191,7549803530
192,3694828030
193,9935528471
194,6860886309
195,6306885143
196,3620700328
197,2446086058
198,6232156174
199,6090658581
200,3840883820
201,1485438929
202,1522510765
203,4086789511
204,6131199555
205,1513858318
206,7238627243
207,9644550920
208,9798612343
209,8210524172
210,8050200579
211,6721299347
212,6136518390
213,2086571973
214,6124383524
215,1538524910
216,8178569581
217,6406645283
218,5313237573
219,9485464531
220,5244836186
221,7679703544
222,3638865726
223,4504003998
224,1319015132
225,1537613543
226,7584922725
227,5281184214
228,3007793462
229,7683832597
230,6202393504
231,8979586315
232,2980024698
233,3702339920
234,7600956455
235,0391021710
236,4847185115
237,7394124616
238,1443564598
239,7593245878
240,9051763254
241,1845846030
242,7505320338
243,2647468553
244,5389905969
245,3578954568
246,2785173517
247,2446428596
248,0707681574
249,5517213909
250,8212996671
251,2996698494
252,9315979631
253,7044358780
254,7014914064
255,4780105072
256,7783619456
257,7482626060
258,5609346863
259,9300801764
260,6432347430
261,1997099369
262,5123124311
263,1710685751
264,6283106560
265,6227048713
266,9272345859
267,9695490374
268,6146858633
269,1029895672
270,6054341129
271,5344331883
272,2533884130
273,4239712918
274,0503871661
275,8320406973
276,0057117409
